Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.05,2.33,2.58,2.99,3.05,2.94,2.54,2.39,2.39,2.31,2.42,2.43
Water requirement (mm/day),1.22,0.932,1.032,1.196,1.22,1.176,1.016,0.956,0.956,0.924,0.968,0.972
Water requirement litres/day/ha ,12200,9320,10320,11960,12200,11760,10160,9560,9560,9240,9680,9720
Water requirement litres/palm/day in an ha,85.31469,65.17483,72.16783,83.63636,85.31469,82.23776,71.04895,66.85315,66.85315,64.61538,67.69231,67.97203
Water requirement litres/palm/day in an ha at 70% field capacity,59.72028,45.62238,50.51748,58.54545,59.72028,57.56643,49.73427,46.7972,46.7972,45.23077,47.38462,47.58042
