Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.88,4.7,5.88,6.63,6.48,5.61,4.6,4.25,4.56,4.95,4.25,3.73
Water requirement (mm/day),2.716,3.29,4.116,4.641,4.536,3.927,3.22,2.975,3.192,3.465,2.975,2.611
Water requirement litres/day/ha ,27160,32900,41160,46410,45360,39270,32200,29750,31920,34650,29750,26110
Water requirement litres/palm/day in an ha,189.9301,230.0699,287.8322,324.5455,317.2028,274.6154,225.1748,208.042,223.2168,242.3077,208.042,182.5874
Water requirement litres/palm/day in an ha at 70% field capacity,132.951,161.049,201.4825,227.1818,222.042,192.2308,157.6224,145.6294,156.2517,169.6154,145.6294,127.8112
