Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.01,4.8,5.76,6.26,6.13,4.88,4.16,4.11,4.3,4.13,3.8,3.63
Water requirement (mm/day),2.807,3.36,4.032,4.382,4.291,3.416,2.912,2.877,3.01,2.891,2.66,2.541
Water requirement litres/day/ha ,28070,33600,40320,43820,42910,34160,29120,28770,30100,28910,26600,25410
Water requirement litres/palm/day in an ha,196.2937,234.965,281.958,306.4336,300.0699,238.8811,203.6364,201.1888,210.4895,202.1678,186.014,177.6923
Water requirement litres/palm/day in an ha at 70% field capacity,137.4056,164.4755,197.3706,214.5035,210.049,167.2168,142.5455,140.8322,147.3427,141.5175,130.2098,124.3846
