Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.47,3.11,4.28,4.81,4.96,4.83,4.63,4.44,3.99,3.5,2.89,2.36
Water requirement (mm/day),1.729,2.177,2.996,3.367,3.472,3.381,3.241,3.108,2.793,2.45,2.023,1.652
Water requirement litres/day/ha ,17290,21770,29960,33670,34720,33810,32410,31080,27930,24500,20230,16520
Water requirement litres/palm/day in an ha,120.9091,152.2378,209.5105,235.4545,242.7972,236.4336,226.6434,217.3427,195.3147,171.3287,141.4685,115.5245
Water requirement litres/palm/day in an ha at 70% field capacity,84.63636,106.5664,146.6573,164.8182,169.958,165.5035,158.6503,152.1399,136.7203,119.9301,99.02797,80.86713
