Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.05,2.33,2.58,2.99,3.05,2.94,2.54,2.39,2.39,2.31,2.42,2.43
Water requirement (mm/day),2.135,1.631,1.806,2.093,2.135,2.058,1.778,1.673,1.673,1.617,1.694,1.701
Water requirement litres/day/ha ,21350,16310,18060,20930,21350,20580,17780,16730,16730,16170,16940,17010
Water requirement litres/palm/day in an ha,149.3007,114.0559,126.2937,146.3636,149.3007,143.9161,124.3357,116.993,116.993,113.0769,118.4615,118.951
Water requirement litres/palm/day in an ha at 70% field capacity,104.5105,79.83916,88.40559,102.4545,104.5105,100.7413,87.03497,81.8951,81.8951,79.15385,82.92308,83.26573
