Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.21,2.65,3.57,4.11,4.31,4.17,4.11,3.89,3.57,3.09,2.53,2.12
Water requirement (mm/day),1.547,1.855,2.499,2.877,3.017,2.919,2.877,2.723,2.499,2.163,1.771,1.484
Water requirement litres/day/ha ,15470,18550,24990,28770,30170,29190,28770,27230,24990,21630,17710,14840
Water requirement litres/palm/day in an ha,108.1818,129.7203,174.7552,201.1888,210.979,204.1259,201.1888,190.4196,174.7552,151.2587,123.8462,103.7762
Water requirement litres/palm/day in an ha at 70% field capacity,75.72727,90.8042,122.3287,140.8322,147.6853,142.8881,140.8322,133.2937,122.3287,105.8811,86.69231,72.64336
