Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.4,4.22,5.53,6.62,7.1,5.96,4.48,4.11,4.15,4.08,3.59,3.2
Water requirement (mm/day),2.38,2.954,3.871,4.634,4.97,4.172,3.136,2.877,2.905,2.856,2.513,2.24
Water requirement litres/day/ha ,23800,29540,38710,46340,49700,41720,31360,28770,29050,28560,25130,22400
Water requirement litres/palm/day in an ha,166.4335664,206.5734266,270.6993007,324.0559441,347.5524476,291.7482517,219.3006993,201.1888112,203.1468531,199.7202797,175.7342657,156.6433566
Water requirement litres/palm/day in an ha at 70% field capacity,116.5034965,144.6013986,189.4895105,226.8391608,243.2867133,204.2237762,153.5104895,140.8321678,142.2027972,139.8041958,123.013986,109.6503497
