Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.02,4.9,6.02,6.66,6.72,5.44,4.67,4.58,4.61,4.3,3.85,3.66
Water requirement (mm/day),2.814,3.43,4.214,4.662,4.704,3.808,3.269,3.206,3.227,3.01,2.695,2.562
Water requirement litres/day/ha ,28140,34300,42140,46620,47040,38080,32690,32060,32270,30100,26950,25620
Water requirement litres/palm/day in an ha,196.7832,239.8601,294.6853,326.014,328.951,266.2937,228.6014,224.1958,225.6643,210.4895,188.4615,179.1608
Water requirement litres/palm/day in an ha at 70% field capacity,137.7483,167.9021,206.2797,228.2098,230.2657,186.4056,160.021,156.9371,157.965,147.3427,131.9231,125.4126
