Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.93,3.71,4.64,4.97,4.92,4.21,3.96,3.89,3.75,3.42,2.94,2.66
Water requirement (mm/day),2.051,2.597,3.248,3.479,3.444,2.947,2.772,2.723,2.625,2.394,2.058,1.862
Water requirement litres/day/ha ,20510,25970,32480,34790,34440,29470,27720,27230,26250,23940,20580,18620
Water requirement litres/palm/day in an ha,143.4265734,181.6083916,227.1328671,243.2867133,240.8391608,206.0839161,193.8461538,190.4195804,183.5664336,167.4125874,143.9160839,130.2097902
Water requirement litres/palm/day in an ha at 70% field capacity,100.3986014,127.1258741,158.993007,170.3006993,168.5874126,144.2587413,135.6923077,133.2937063,128.4965035,117.1888112,100.7412587,91.14685315
