Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.29,2.89,3.31,3.78,4.16,4.29,3.59,2.74,2.51,2.72,3.03,3
Water requirement (mm/day),3.003,2.023,2.317,2.646,2.912,3.003,2.513,1.918,1.757,1.904,2.121,2.1
Water requirement litres/day/ha ,30030,20230,23170,26460,29120,30030,25130,19180,17570,19040,21210,21000
Water requirement litres/palm/day in an ha,210,141.4685,162.028,185.035,203.6364,210,175.7343,134.1259,122.8671,133.1469,148.3217,146.8531
Water requirement litres/palm/day in an ha at 70% field capacity,147,99.02797,113.4196,129.5245,142.5455,147,123.014,93.88811,86.00699,93.2028,103.8252,102.7972
