Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.94,4.45,5,5.28,4.97,4.1,3.66,3.67,3.92,3.89,3.76,3.65
Water requirement (mm/day),2.758,3.115,3.5,3.696,3.479,2.87,2.562,2.569,2.744,2.723,2.632,2.555
Water requirement litres/day/ha ,27580,31150,35000,36960,34790,28700,25620,25690,27440,27230,26320,25550
Water requirement litres/palm/day in an ha,192.8671,217.8322,244.7552,258.4615,243.2867,200.6993,179.1608,179.6503,191.8881,190.4196,184.0559,178.6713
Water requirement litres/palm/day in an ha at 70% field capacity,135.007,152.4825,171.3287,180.9231,170.3007,140.4895,125.4126,125.7552,134.3217,133.2937,128.8392,125.0699
