Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.86,4.4,4.95,5.12,4.8,3.98,3.63,3.67,3.92,3.85,3.64,3.57
Water requirement (mm/day),2.702,3.08,3.465,3.584,3.36,2.786,2.541,2.569,2.744,2.695,2.548,2.499
Water requirement litres/day/ha ,27020,30800,34650,35840,33600,27860,25410,25690,27440,26950,25480,24990
Water requirement litres/palm/day in an ha,188.951,215.3846,242.3077,250.6294,234.965,194.8252,177.6923,179.6503,191.8881,188.4615,178.1818,174.7552
Water requirement litres/palm/day in an ha at 70% field capacity,132.2657,150.7692,169.6154,175.4406,164.4755,136.3776,124.3846,125.7552,134.3217,131.9231,124.7273,122.3287
