Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.88,3.69,4.73,5.1,4.98,4.29,4.04,3.97,3.78,3.44,2.96,2.64
Water requirement (mm/day),2.016,2.583,3.311,3.57,3.486,3.003,2.828,2.779,2.646,2.408,2.072,1.848
Water requirement litres/day/ha ,20160,25830,33110,35700,34860,30030,28280,27790,26460,24080,20720,18480
Water requirement litres/palm/day in an ha,140.979021,180.6293706,231.5384615,249.6503497,243.7762238,210,197.7622378,194.3356643,185.034965,168.3916084,144.8951049,129.2307692
Water requirement litres/palm/day in an ha at 70% field capacity,98.68531469,126.4405594,162.0769231,174.7552448,170.6433566,147,138.4335664,136.034965,129.5244755,117.8741259,101.4265734,90.46153846
