Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.21,3.82,4.59,5.01,5.23,4.85,4.16,4.08,4.02,3.76,3.37,3.07
Water requirement (mm/day),2.247,2.674,3.213,3.507,3.661,3.395,2.912,2.856,2.814,2.632,2.359,2.149
Water requirement litres/day/ha ,22470,26740,32130,35070,36610,33950,29120,28560,28140,26320,23590,21490
Water requirement litres/palm/day in an ha,157.1328671,186.993007,224.6853147,245.2447552,256.013986,237.4125874,203.6363636,199.7202797,196.7832168,184.0559441,164.965035,150.2797203
Water requirement litres/palm/day in an ha at 70% field capacity,109.993007,130.8951049,157.2797203,171.6713287,179.2097902,166.1888112,142.5454545,139.8041958,137.7482517,128.8391608,115.4755245,105.1958042
