Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.05,2.01,2.17,2.6,2.89,3.05,3,2.88,2.84,2.6,2.5,2.29
Water requirement (mm/day),2.135,1.407,1.519,1.82,2.023,2.135,2.1,2.016,1.988,1.82,1.75,1.603
Water requirement litres/day/ha ,21350,14070,15190,18200,20230,21350,21000,20160,19880,18200,17500,16030
Water requirement litres/palm/day in an ha,149.3007,98.39161,106.2238,127.2727,141.4685,149.3007,146.8531,140.979,139.021,127.2727,122.3776,112.0979
Water requirement litres/palm/day in an ha at 70% field capacity,104.5105,68.87413,74.35664,89.09091,99.02797,104.5105,102.7972,98.68531,97.31469,89.09091,85.66434,78.46853
