Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.83,4.52,5.28,5.56,5.16,4.17,3.79,3.86,4.13,3.9,3.59,3.48
Water requirement (mm/day),2.681,3.164,3.696,3.892,3.612,2.919,2.653,2.702,2.891,2.73,2.513,2.436
Water requirement litres/day/ha ,26810,31640,36960,38920,36120,29190,26530,27020,28910,27300,25130,24360
Water requirement litres/palm/day in an ha,187.4825,221.2587,258.4615,272.1678,252.5874,204.1259,185.5245,188.951,202.1678,190.9091,175.7343,170.3497
Water requirement litres/palm/day in an ha at 70% field capacity,131.2378,154.8811,180.9231,190.5175,176.8112,142.8881,129.8671,132.2657,141.5175,133.6364,123.014,119.2448
