Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.71,4.35,4.98,5.19,5.15,4.75,4.63,4.61,4.54,4.06,3.55,3.32
Water requirement (mm/day),2.597,3.045,3.486,3.633,3.605,3.325,3.241,3.227,3.178,2.842,2.485,2.324
Water requirement litres/day/ha ,25970,30450,34860,36330,36050,33250,32410,32270,31780,28420,24850,23240
Water requirement litres/palm/day in an ha,181.6084,212.9371,243.7762,254.0559,252.0979,232.5175,226.6434,225.6643,222.2378,198.7413,173.7762,162.5175
Water requirement litres/palm/day in an ha at 70% field capacity,127.1259,149.0559,170.6434,177.8392,176.4685,162.7622,158.6503,157.965,155.5664,139.1189,121.6434,113.7622
