Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.39,4.11,5.06,5.66,5.99,5.44,4.53,4.29,4.22,3.88,3.44,3.18
Water requirement (mm/day),2.373,2.877,3.542,3.962,4.193,3.808,3.171,3.003,2.954,2.716,2.408,2.226
Water requirement litres/day/ha ,23730,28770,35420,39620,41930,38080,31710,30030,29540,27160,24080,22260
Water requirement litres/palm/day in an ha,165.9441,201.1888,247.6923,277.0629,293.2168,266.2937,221.7483,210,206.5734,189.9301,168.3916,155.6643
Water requirement litres/palm/day in an ha at 70% field capacity,116.1608,140.8322,173.3846,193.9441,205.2517,186.4056,155.2238,147,144.6014,132.951,117.8741,108.965
