Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.13,3.94,5.42,6.78,7.42,6.29,4.61,4.15,4.14,4.05,3.45,2.98
Water requirement (mm/day),2.191,2.758,3.794,4.746,5.194,4.403,3.227,2.905,2.898,2.835,2.415,2.086
Water requirement litres/day/ha ,21910,27580,37940,47460,51940,44030,32270,29050,28980,28350,24150,20860
Water requirement litres/palm/day in an ha,153.2168,192.8671,265.3147,331.8881,363.2168,307.9021,225.6643,203.1469,202.6573,198.2517,168.8811,145.8741
Water requirement litres/palm/day in an ha at 70% field capacity,107.2517,135.007,185.7203,232.3217,254.2517,215.5315,157.965,142.2028,141.8601,138.7762,118.2168,102.1119
