Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.92,4.55,5.27,5.59,5.37,4.31,3.64,3.56,3.87,4.02,3.85,3.66
Water requirement (mm/day),2.744,3.185,3.689,3.913,3.759,3.017,2.548,2.492,2.709,2.814,2.695,2.562
Water requirement litres/day/ha ,27440,31850,36890,39130,37590,30170,25480,24920,27090,28140,26950,25620
Water requirement litres/palm/day in an ha,191.8881,222.7273,257.972,273.6364,262.8671,210.979,178.1818,174.2657,189.4406,196.7832,188.4615,179.1608
Water requirement litres/palm/day in an ha at 70% field capacity,134.3217,155.9091,180.5804,191.5455,184.007,147.6853,124.7273,121.986,132.6084,137.7483,131.9231,125.4126
