Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4,4.93,6.08,6.71,6.74,5.64,4.95,4.8,4.72,4.3,3.8,3.61
Water requirement (mm/day),2.8,3.451,4.256,4.697,4.718,3.948,3.465,3.36,3.304,3.01,2.66,2.527
Water requirement litres/day/ha ,28000,34510,42560,46970,47180,39480,34650,33600,33040,30100,26600,25270
Water requirement litres/palm/day in an ha,195.8042,241.3287,297.6224,328.4615,329.9301,276.0839,242.3077,234.965,231.049,210.4895,186.014,176.7133
Water requirement litres/palm/day in an ha at 70% field capacity,137.0629,168.9301,208.3357,229.9231,230.951,193.2587,169.6154,164.4755,161.7343,147.3427,130.2098,123.6993
