Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.89,3.42,4.14,4.49,4.36,3.89,3.33,3.12,3.38,3.76,3.29,2.85
Water requirement (mm/day),2.023,2.394,2.898,3.143,3.052,2.723,2.331,2.184,2.366,2.632,2.303,1.995
Water requirement litres/day/ha ,20230,23940,28980,31430,30520,27230,23310,21840,23660,26320,23030,19950
Water requirement litres/palm/day in an ha,141.4685,167.4126,202.6573,219.7902,213.4266,190.4196,163.007,152.7273,165.4545,184.0559,161.049,139.5105
Water requirement litres/palm/day in an ha at 70% field capacity,99.02797,117.1888,141.8601,153.8531,149.3986,133.2937,114.1049,106.9091,115.8182,128.8392,112.7343,97.65734
