Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.54,4.18,4.83,5.09,5.36,5.14,5.03,4.95,4.73,4.1,3.49,3.19
Water requirement (mm/day),2.478,2.926,3.381,3.563,3.752,3.598,3.521,3.465,3.311,2.87,2.443,2.233
Water requirement litres/day/ha ,24780,29260,33810,35630,37520,35980,35210,34650,33110,28700,24430,22330
Water requirement litres/palm/day in an ha,173.2867,204.6154,236.4336,249.1608,262.3776,251.6084,246.2238,242.3077,231.5385,200.6993,170.8392,156.1538
Water requirement litres/palm/day in an ha at 70% field capacity,121.3007,143.2308,165.5035,174.4126,183.6643,176.1259,172.3566,169.6154,162.0769,140.4895,119.5874,109.3077
