Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.61,4.42,5.51,6.22,6.65,5.94,4.91,4.57,4.46,4.17,3.67,3.4
Water requirement (mm/day),2.527,3.094,3.857,4.354,4.655,4.158,3.437,3.199,3.122,2.919,2.569,2.38
Water requirement litres/day/ha ,25270,30940,38570,43540,46550,41580,34370,31990,31220,29190,25690,23800
Water requirement litres/palm/day in an ha,176.7133,216.3636,269.7203,304.4755,325.5245,290.7692,240.3497,223.7063,218.3217,204.1259,179.6503,166.4336
Water requirement litres/palm/day in an ha at 70% field capacity,123.6993,151.4545,188.8042,213.1329,227.8671,203.5385,168.2448,156.5944,152.8252,142.8881,125.7552,116.5035
