Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.85,2.84,3.29,3.7,3.83,3.85,3.39,3.06,3.02,3.03,2.79,2.58
Water requirement (mm/day),2.695,1.988,2.303,2.59,2.681,2.695,2.373,2.142,2.114,2.121,1.953,1.806
Water requirement litres/day/ha ,26950,19880,23030,25900,26810,26950,23730,21420,21140,21210,19530,18060
Water requirement litres/palm/day in an ha,188.4615,139.021,161.049,181.1189,187.4825,188.4615,165.9441,149.7902,147.8322,148.3217,136.5734,126.2937
Water requirement litres/palm/day in an ha at 70% field capacity,131.9231,97.31469,112.7343,126.7832,131.2378,131.9231,116.1608,104.8531,103.4825,103.8252,95.6014,88.40559
