Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.21,3.83,4.66,5.16,5.4,4.97,4.23,4.11,4.05,3.82,3.42,3.09
Water requirement (mm/day),2.247,2.681,3.262,3.612,3.78,3.479,2.961,2.877,2.835,2.674,2.394,2.163
Water requirement litres/day/ha ,22470,26810,32620,36120,37800,34790,29610,28770,28350,26740,23940,21630
Water requirement litres/palm/day in an ha,157.1328671,187.4825175,228.1118881,252.5874126,264.3356643,243.2867133,207.0629371,201.1888112,198.2517483,186.993007,167.4125874,151.2587413
Water requirement litres/palm/day in an ha at 70% field capacity,109.993007,131.2377622,159.6783217,176.8111888,185.034965,170.3006993,144.9440559,140.8321678,138.7762238,130.8951049,117.1888112,105.8811189
