Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.9,4.81,5.97,6.78,7.14,5.94,5.06,4.81,4.7,4.48,3.87,3.58
Water requirement (mm/day),2.73,3.367,4.179,4.746,4.998,4.158,3.542,3.367,3.29,3.136,2.709,2.506
Water requirement litres/day/ha ,27300,33670,41790,47460,49980,41580,35420,33670,32900,31360,27090,25060
Water requirement litres/palm/day in an ha,190.9091,235.4545,292.2378,331.8881,349.5105,290.7692,247.6923,235.4545,230.0699,219.3007,189.4406,175.2448
Water requirement litres/palm/day in an ha at 70% field capacity,133.6364,164.8182,204.5664,232.3217,244.6573,203.5385,173.3846,164.8182,161.049,153.5105,132.6084,122.6713
