Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.61,4.5,5.9,6.99,7.39,6.36,4.96,4.43,4.73,5.01,4.09,3.48
Water requirement (mm/day),2.527,3.15,4.13,4.893,5.173,4.452,3.472,3.101,3.311,3.507,2.863,2.436
Water requirement litres/day/ha ,25270,31500,41300,48930,51730,44520,34720,31010,33110,35070,28630,24360
Water requirement litres/palm/day in an ha,176.7133,220.2797,288.8112,342.1678,361.7483,311.3287,242.7972,216.8531,231.5385,245.2448,200.2098,170.3497
Water requirement litres/palm/day in an ha at 70% field capacity,123.6993,154.1958,202.1678,239.5175,253.2238,217.9301,169.958,151.7972,162.0769,171.6713,140.1469,119.2448
