Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.23,2.7,3.61,4.28,4.52,4.39,4.29,4.1,3.73,3.2,2.61,2.18
Water requirement (mm/day),1.561,1.89,2.527,2.996,3.164,3.073,3.003,2.87,2.611,2.24,1.827,1.526
Water requirement litres/day/ha ,15610,18900,25270,29960,31640,30730,30030,28700,26110,22400,18270,15260
Water requirement litres/palm/day in an ha,109.1608,132.1678,176.7133,209.5105,221.2587,214.8951,210,200.6993,182.5874,156.6434,127.7622,106.7133
Water requirement litres/palm/day in an ha at 70% field capacity,76.41259,92.51748,123.6993,146.6573,154.8811,150.4266,147,140.4895,127.8112,109.6503,89.43357,74.6993
