Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.71,4.59,5.8,6.68,7.05,6.02,4.84,4.49,4.48,4.33,3.77,3.46
Water requirement (mm/day),2.597,3.213,4.06,4.676,4.935,4.214,3.388,3.143,3.136,3.031,2.639,2.422
Water requirement litres/day/ha ,25970,32130,40600,46760,49350,42140,33880,31430,31360,30310,26390,24220
Water requirement litres/palm/day in an ha,181.6084,224.6853,283.9161,326.993,345.1049,294.6853,236.9231,219.7902,219.3007,211.958,184.5455,169.3706
Water requirement litres/palm/day in an ha at 70% field capacity,127.1259,157.2797,198.7413,228.8951,241.5734,206.2797,165.8462,153.8531,153.5105,148.3706,129.1818,118.5594
