Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.96,3.56,4.4,4.94,4.96,4.27,3.48,3.22,3.45,3.74,3.25,2.85
Water requirement (mm/day),2.072,2.492,3.08,3.458,3.472,2.989,2.436,2.254,2.415,2.618,2.275,1.995
Water requirement litres/day/ha ,20720,24920,30800,34580,34720,29890,24360,22540,24150,26180,22750,19950
Water requirement litres/palm/day in an ha,144.8951,174.2657,215.3846,241.8182,242.7972,209.021,170.3497,157.6224,168.8811,183.0769,159.0909,139.5105
Water requirement litres/palm/day in an ha at 70% field capacity,101.4266,121.986,150.7692,169.2727,169.958,146.3147,119.2448,110.3357,118.2168,128.1538,111.3636,97.65734
