Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.65,4.54,5.88,6.87,7.31,6.05,4.53,4.16,4.28,4.28,3.77,3.42
Water requirement (mm/day),2.555,3.178,4.116,4.809,5.117,4.235,3.171,2.912,2.996,2.996,2.639,2.394
Water requirement litres/day/ha ,25550,31780,41160,48090,51170,42350,31710,29120,29960,29960,26390,23940
Water requirement litres/palm/day in an ha,178.6713,222.2378,287.8322,336.2937,357.8322,296.1538,221.7483,203.6364,209.5105,209.5105,184.5455,167.4126
Water requirement litres/palm/day in an ha at 70% field capacity,125.0699,155.5664,201.4825,235.4056,250.4825,207.3077,155.2238,142.5455,146.6573,146.6573,129.1818,117.1888
