Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.86,3.6,4.64,5.07,4.94,4.27,4.07,4.01,3.76,3.46,3.02,2.67
Water requirement (mm/day),2.002,2.52,3.248,3.549,3.458,2.989,2.849,2.807,2.632,2.422,2.114,1.869
Water requirement litres/day/ha ,20020,25200,32480,35490,34580,29890,28490,28070,26320,24220,21140,18690
Water requirement litres/palm/day in an ha,140,176.2237762,227.1328671,248.1818182,241.8181818,209.020979,199.2307692,196.2937063,184.0559441,169.3706294,147.8321678,130.6993007
Water requirement litres/palm/day in an ha at 70% field capacity,98,123.3566434,158.993007,173.7272727,169.2727273,146.3146853,139.4615385,137.4055944,128.8391608,118.5594406,103.4825175,91.48951049
