Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,1.82,2.31,3.29,4.01,4.45,4.65,4.56,4.31,3.75,3.12,2.39,1.84
Water requirement (mm/day),1.274,1.617,2.303,2.807,3.115,3.255,3.192,3.017,2.625,2.184,1.673,1.288
Water requirement litres/day/ha ,12740,16170,23030,28070,31150,32550,31920,30170,26250,21840,16730,12880
Water requirement litres/palm/day in an ha,89.09091,113.0769,161.049,196.2937,217.8322,227.6224,223.2168,210.979,183.5664,152.7273,116.993,90.06993
Water requirement litres/palm/day in an ha at 70% field capacity,62.36364,79.15385,112.7343,137.4056,152.4825,159.3357,156.2517,147.6853,128.4965,106.9091,81.8951,63.04895
