Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.41,4.02,4.63,4.85,5.02,4.84,4.76,4.7,4.53,3.97,3.41,3.08
Water requirement (mm/day),2.387,2.814,3.241,3.395,3.514,3.388,3.332,3.29,3.171,2.779,2.387,2.156
Water requirement litres/day/ha ,23870,28140,32410,33950,35140,33880,33320,32900,31710,27790,23870,21560
Water requirement litres/palm/day in an ha,166.9231,196.7832,226.6434,237.4126,245.7343,236.9231,233.007,230.0699,221.7483,194.3357,166.9231,150.7692
Water requirement litres/palm/day in an ha at 70% field capacity,116.8462,137.7483,158.6503,166.1888,172.014,165.8462,163.1049,161.049,155.2238,136.035,116.8462,105.5385
