Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.39,4.08,5.01,5.57,6.06,5.64,4.74,4.46,4.31,3.92,3.44,3.18
Water requirement (mm/day),2.373,2.856,3.507,3.899,4.242,3.948,3.318,3.122,3.017,2.744,2.408,2.226
Water requirement litres/day/ha ,23730,28560,35070,38990,42420,39480,33180,31220,30170,27440,24080,22260
Water requirement litres/palm/day in an ha,165.9441,199.7203,245.2448,272.6573,296.6434,276.0839,232.028,218.3217,210.979,191.8881,168.3916,155.6643
Water requirement litres/palm/day in an ha at 70% field capacity,116.1608,139.8042,171.6713,190.8601,207.6503,193.2587,162.4196,152.8252,147.6853,134.3217,117.8741,108.965
