Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.1,3.71,4.46,4.83,5.02,4.72,4.09,3.96,3.84,3.54,3.15,2.93
Water requirement (mm/day),2.17,2.597,3.122,3.381,3.514,3.304,2.863,2.772,2.688,2.478,2.205,2.051
Water requirement litres/day/ha ,21700,25970,31220,33810,35140,33040,28630,27720,26880,24780,22050,20510
Water requirement litres/palm/day in an ha,151.7483,181.6084,218.3217,236.4336,245.7343,231.049,200.2098,193.8462,187.972,173.2867,154.1958,143.4266
Water requirement litres/palm/day in an ha at 70% field capacity,106.2238,127.1259,152.8252,165.5035,172.014,161.7343,140.1469,135.6923,131.5804,121.3007,107.9371,100.3986
