Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.99,3.68,4.48,4.74,4.74,4.05,3.8,3.73,3.67,3.41,2.99,2.74
Water requirement (mm/day),2.093,2.576,3.136,3.318,3.318,2.835,2.66,2.611,2.569,2.387,2.093,1.918
Water requirement litres/day/ha ,20930,25760,31360,33180,33180,28350,26600,26110,25690,23870,20930,19180
Water requirement litres/palm/day in an ha,146.3636364,180.1398601,219.3006993,232.027972,232.027972,198.2517483,186.013986,182.5874126,179.6503497,166.9230769,146.3636364,134.1258741
Water requirement litres/palm/day in an ha at 70% field capacity,102.4545455,126.0979021,153.5104895,162.4195804,162.4195804,138.7762238,130.2097902,127.8111888,125.7552448,116.8461538,102.4545455,93.88811189
