Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.66,4.52,5.78,6.63,7.05,5.87,4.5,4.16,4.26,4.19,3.73,3.41
Water requirement (mm/day),2.562,3.164,4.046,4.641,4.935,4.109,3.15,2.912,2.982,2.933,2.611,2.387
Water requirement litres/day/ha ,25620,31640,40460,46410,49350,41090,31500,29120,29820,29330,26110,23870
Water requirement litres/palm/day in an ha,179.1608,221.2587,282.9371,324.5455,345.1049,287.3427,220.2797,203.6364,208.5315,205.1049,182.5874,166.9231
Water requirement litres/palm/day in an ha at 70% field capacity,125.4126,154.8811,198.0559,227.1818,241.5734,201.1399,154.1958,142.5455,145.972,143.5734,127.8112,116.8462
