Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.71,4.41,5.16,5.46,5.76,5.48,5.28,5.16,4.91,4.19,3.57,3.32
Water requirement (mm/day),2.597,3.087,3.612,3.822,4.032,3.836,3.696,3.612,3.437,2.933,2.499,2.324
Water requirement litres/day/ha ,25970,30870,36120,38220,40320,38360,36960,36120,34370,29330,24990,23240
Water requirement litres/palm/day in an ha,181.6084,215.8741,252.5874,267.2727,281.958,268.2517,258.4615,252.5874,240.3497,205.1049,174.7552,162.5175
Water requirement litres/palm/day in an ha at 70% field capacity,127.1259,151.1119,176.8112,187.0909,197.3706,187.7762,180.9231,176.8112,168.2448,143.5734,122.3287,113.7622
