Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.99,4.9,6.04,6.78,7.04,5.78,4.96,4.81,4.75,4.43,3.9,3.65
Water requirement (mm/day),2.793,3.43,4.228,4.746,4.928,4.046,3.472,3.367,3.325,3.101,2.73,2.555
Water requirement litres/day/ha ,27930,34300,42280,47460,49280,40460,34720,33670,33250,31010,27300,25550
Water requirement litres/palm/day in an ha,195.3147,239.8601,295.6643,331.8881,344.6154,282.9371,242.7972,235.4545,232.5175,216.8531,190.9091,178.6713
Water requirement litres/palm/day in an ha at 70% field capacity,136.7203,167.9021,206.965,232.3217,241.2308,198.0559,169.958,164.8182,162.7622,151.7972,133.6364,125.0699
