Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.17,3.5,3.81,4.01,3.82,3.3,2.95,2.91,3.08,3.07,3.07,2.98
Water requirement (mm/day),2.219,2.45,2.667,2.807,2.674,2.31,2.065,2.037,2.156,2.149,2.149,2.086
Water requirement litres/day/ha ,22190,24500,26670,28070,26740,23100,20650,20370,21560,21490,21490,20860
Water requirement litres/palm/day in an ha,155.1748,171.3287,186.5035,196.2937,186.993,161.5385,144.4056,142.4476,150.7692,150.2797,150.2797,145.8741
Water requirement litres/palm/day in an ha at 70% field capacity,108.6224,119.9301,130.5524,137.4056,130.8951,113.0769,101.0839,99.71329,105.5385,105.1958,105.1958,102.1119
