Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.52,4.3,5.44,6.2,6.54,5.46,4.24,4.02,4.09,3.99,3.58,3.28
Water requirement (mm/day),2.464,3.01,3.808,4.34,4.578,3.822,2.968,2.814,2.863,2.793,2.506,2.296
Water requirement litres/day/ha ,24640,30100,38080,43400,45780,38220,29680,28140,28630,27930,25060,22960
Water requirement litres/palm/day in an ha,172.3076923,210.4895105,266.2937063,303.4965035,320.1398601,267.2727273,207.5524476,196.7832168,200.2097902,195.3146853,175.2447552,160.5594406
Water requirement litres/palm/day in an ha at 70% field capacity,120.6153846,147.3426573,186.4055944,212.4475524,224.0979021,187.0909091,145.2867133,137.7482517,140.1468531,136.7202797,122.6713287,112.3916084
