Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.73,4.61,5.76,6.56,6.9,5.86,4.92,4.62,4.52,4.27,3.7,3.43
Water requirement (mm/day),2.611,3.227,4.032,4.592,4.83,4.102,3.444,3.234,3.164,2.989,2.59,2.401
Water requirement litres/day/ha ,26110,32270,40320,45920,48300,41020,34440,32340,31640,29890,25900,24010
Water requirement litres/palm/day in an ha,182.5874,225.6643,281.958,321.1189,337.7622,286.8531,240.8392,226.1538,221.2587,209.021,181.1189,167.9021
Water requirement litres/palm/day in an ha at 70% field capacity,127.8112,157.965,197.3706,224.7832,236.4336,200.7972,168.5874,158.3077,154.8811,146.3147,126.7832,117.5315
