Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.07,2.58,3.67,4.27,4.6,4.64,4.47,4.23,3.78,3.25,2.58,2.01
Water requirement (mm/day),1.449,1.806,2.569,2.989,3.22,3.248,3.129,2.961,2.646,2.275,1.806,1.407
Water requirement litres/day/ha ,14490,18060,25690,29890,32200,32480,31290,29610,26460,22750,18060,14070
Water requirement litres/palm/day in an ha,101.3287,126.2937,179.6503,209.021,225.1748,227.1329,218.8112,207.0629,185.035,159.0909,126.2937,98.39161
Water requirement litres/palm/day in an ha at 70% field capacity,70.93007,88.40559,125.7552,146.3147,157.6224,158.993,153.1678,144.9441,129.5245,111.3636,88.40559,68.87413
