Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.68,4.27,4.87,5.06,4.89,4.4,4.27,4.29,4.3,3.89,3.45,3.29
Water requirement (mm/day),2.576,2.989,3.409,3.542,3.423,3.08,2.989,3.003,3.01,2.723,2.415,2.303
Water requirement litres/day/ha ,25760,29890,34090,35420,34230,30800,29890,30030,30100,27230,24150,23030
Water requirement litres/palm/day in an ha,180.1399,209.021,238.3916,247.6923,239.3706,215.3846,209.021,210,210.4895,190.4196,168.8811,161.049
Water requirement litres/palm/day in an ha at 70% field capacity,126.0979,146.3147,166.8741,173.3846,167.5594,150.7692,146.3147,147,147.3427,133.2937,118.2168,112.7343
