Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.85,4.41,5,5.26,4.87,3.94,3.51,3.54,3.84,3.82,3.63,3.54
Water requirement (mm/day),2.695,3.087,3.5,3.682,3.409,2.758,2.457,2.478,2.688,2.674,2.541,2.478
Water requirement litres/day/ha ,26950,30870,35000,36820,34090,27580,24570,24780,26880,26740,25410,24780
Water requirement litres/palm/day in an ha,188.4615,215.8741,244.7552,257.4825,238.3916,192.8671,171.8182,173.2867,187.972,186.993,177.6923,173.2867
Water requirement litres/palm/day in an ha at 70% field capacity,131.9231,151.1119,171.3287,180.2378,166.8741,135.007,120.2727,121.3007,131.5804,130.8951,124.3846,121.3007
