Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.79,4.71,5.97,6.92,7.37,6.21,4.89,4.5,4.55,4.48,3.87,3.55
Water requirement (mm/day),2.653,3.297,4.179,4.844,5.159,4.347,3.423,3.15,3.185,3.136,2.709,2.485
Water requirement litres/day/ha ,26530,32970,41790,48440,51590,43470,34230,31500,31850,31360,27090,24850
Water requirement litres/palm/day in an ha,185.5245,230.5594,292.2378,338.7413,360.7692,303.986,239.3706,220.2797,222.7273,219.3007,189.4406,173.7762
Water requirement litres/palm/day in an ha at 70% field capacity,129.8671,161.3916,204.5664,237.1189,252.5385,212.7902,167.5594,154.1958,155.9091,153.5105,132.6084,121.6434
