Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.01,3.81,5.28,6.65,7.34,6.29,4.57,4.09,4.11,4.05,3.4,2.87
Water requirement (mm/day),2.107,2.667,3.696,4.655,5.138,4.403,3.199,2.863,2.877,2.835,2.38,2.009
Water requirement litres/day/ha ,21070,26670,36960,46550,51380,44030,31990,28630,28770,28350,23800,20090
Water requirement litres/palm/day in an ha,147.3427,186.5035,258.4615,325.5245,359.3007,307.9021,223.7063,200.2098,201.1888,198.2517,166.4336,140.4895
Water requirement litres/palm/day in an ha at 70% field capacity,103.1399,130.5524,180.9231,227.8671,251.5105,215.5315,156.5944,140.1469,140.8322,138.7762,116.5035,98.34266
