Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.39,2.92,3.93,4.41,4.53,4.29,4.2,3.99,3.68,3.24,2.69,2.26
Water requirement (mm/day),1.673,2.044,2.751,3.087,3.171,3.003,2.94,2.793,2.576,2.268,1.883,1.582
Water requirement litres/day/ha ,16730,20440,27510,30870,31710,30030,29400,27930,25760,22680,18830,15820
Water requirement litres/palm/day in an ha,116.993007,142.9370629,192.3776224,215.8741259,221.7482517,210,205.5944056,195.3146853,180.1398601,158.6013986,131.6783217,110.6293706
Water requirement litres/palm/day in an ha at 70% field capacity,81.8951049,100.0559441,134.6643357,151.1118881,155.2237762,147,143.9160839,136.7202797,126.0979021,111.020979,92.17482517,77.44055944
