Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.18,2.89,3.3,3.75,4.08,4.18,3.51,2.71,2.52,2.7,2.96,2.94
Water requirement (mm/day),2.926,2.023,2.31,2.625,2.856,2.926,2.457,1.897,1.764,1.89,2.072,2.058
Water requirement litres/day/ha ,29260,20230,23100,26250,28560,29260,24570,18970,17640,18900,20720,20580
Water requirement litres/palm/day in an ha,204.6154,141.4685,161.5385,183.5664,199.7203,204.6154,171.8182,132.6573,123.3566,132.1678,144.8951,143.9161
Water requirement litres/palm/day in an ha at 70% field capacity,143.2308,99.02797,113.0769,128.4965,139.8042,143.2308,120.2727,92.86014,86.34965,92.51748,101.4266,100.7413
