Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.3,3.07,3.49,3.9,4.19,4.3,3.55,2.96,2.9,2.99,3.06,2.97
Water requirement (mm/day),3.01,2.149,2.443,2.73,2.933,3.01,2.485,2.072,2.03,2.093,2.142,2.079
Water requirement litres/day/ha ,30100,21490,24430,27300,29330,30100,24850,20720,20300,20930,21420,20790
Water requirement litres/palm/day in an ha,210.4895,150.2797,170.8392,190.9091,205.1049,210.4895,173.7762,144.8951,141.958,146.3636,149.7902,145.3846
Water requirement litres/palm/day in an ha at 70% field capacity,147.3427,105.1958,119.5874,133.6364,143.5734,147.3427,121.6434,101.4266,99.37063,102.4545,104.8531,101.7692
