Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.5,3.01,4.13,4.56,4.74,4.73,4.71,4.4,3.95,3.41,2.83,2.36
Water requirement (mm/day),1.75,2.107,2.891,3.192,3.318,3.311,3.297,3.08,2.765,2.387,1.981,1.652
Water requirement litres/day/ha ,17500,21070,28910,31920,33180,33110,32970,30800,27650,23870,19810,16520
Water requirement litres/palm/day in an ha,122.3776,147.3427,202.1678,223.2168,232.028,231.5385,230.5594,215.3846,193.3566,166.9231,138.5315,115.5245
Water requirement litres/palm/day in an ha at 70% field capacity,85.66434,103.1399,141.5175,156.2517,162.4196,162.0769,161.3916,150.7692,135.3497,116.8462,96.97203,80.86713
