Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.46,4.3,5.63,6.69,7.13,6.12,4.93,4.49,4.79,4.96,4.03,3.37
Water requirement (mm/day),2.422,3.01,3.941,4.683,4.991,4.284,3.451,3.143,3.353,3.472,2.821,2.359
Water requirement litres/day/ha ,24220,30100,39410,46830,49910,42840,34510,31430,33530,34720,28210,23590
Water requirement litres/palm/day in an ha,169.3706,210.4895,275.5944,327.4825,349.021,299.5804,241.3287,219.7902,234.4755,242.7972,197.2727,164.965
Water requirement litres/palm/day in an ha at 70% field capacity,118.5594,147.3427,192.9161,229.2378,244.3147,209.7063,168.9301,153.8531,164.1329,169.958,138.0909,115.4755
