Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.36,2.92,3.76,4.24,4.21,3.67,3.52,3.38,3.27,2.96,2.5,2.21
Water requirement (mm/day),1.652,2.044,2.632,2.968,2.947,2.569,2.464,2.366,2.289,2.072,1.75,1.547
Water requirement litres/day/ha ,16520,20440,26320,29680,29470,25690,24640,23660,22890,20720,17500,15470
Water requirement litres/palm/day in an ha,115.5244755,142.9370629,184.0559441,207.5524476,206.0839161,179.6503497,172.3076923,165.4545455,160.0699301,144.8951049,122.3776224,108.1818182
Water requirement litres/palm/day in an ha at 70% field capacity,80.86713287,100.0559441,128.8391608,145.2867133,144.2587413,125.7552448,120.6153846,115.8181818,112.048951,101.4265734,85.66433566,75.72727273
