Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.08,4.93,6.01,6.63,6.69,5.29,4.49,4.4,4.54,4.38,3.94,3.72
Water requirement (mm/day),2.856,3.451,4.207,4.641,4.683,3.703,3.143,3.08,3.178,3.066,2.758,2.604
Water requirement litres/day/ha ,28560,34510,42070,46410,46830,37030,31430,30800,31780,30660,27580,26040
Water requirement litres/palm/day in an ha,199.7203,241.3287,294.1958,324.5455,327.4825,258.951,219.7902,215.3846,222.2378,214.4056,192.8671,182.0979
Water requirement litres/palm/day in an ha at 70% field capacity,139.8042,168.9301,205.9371,227.1818,229.2378,181.2657,153.8531,150.7692,155.5664,150.0839,135.007,127.4685
