Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.51,4.13,4.81,5.09,5.51,5.39,5.21,5.1,4.83,4.09,3.46,3.17
Water requirement (mm/day),2.457,2.891,3.367,3.563,3.857,3.773,3.647,3.57,3.381,2.863,2.422,2.219
Water requirement litres/day/ha ,24570,28910,33670,35630,38570,37730,36470,35700,33810,28630,24220,22190
Water requirement litres/palm/day in an ha,171.8182,202.1678,235.4545,249.1608,269.7203,263.8462,255.035,249.6503,236.4336,200.2098,169.3706,155.1748
Water requirement litres/palm/day in an ha at 70% field capacity,120.2727,141.5175,164.8182,174.4126,188.8042,184.6923,178.5245,174.7552,165.5035,140.1469,118.5594,108.6224
