Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.57,4.1,4.54,4.61,4.37,4.02,4,4.02,4.03,3.77,3.4,3.23
Water requirement (mm/day),2.499,2.87,3.178,3.227,3.059,2.814,2.8,2.814,2.821,2.639,2.38,2.261
Water requirement litres/day/ha ,24990,28700,31780,32270,30590,28140,28000,28140,28210,26390,23800,22610
Water requirement litres/palm/day in an ha,174.7552,200.6993,222.2378,225.6643,213.9161,196.7832,195.8042,196.7832,197.2727,184.5455,166.4336,158.1119
Water requirement litres/palm/day in an ha at 70% field capacity,122.3287,140.4895,155.5664,157.965,149.7413,137.7483,137.0629,137.7483,138.0909,129.1818,116.5035,110.6783
