Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.66,4.44,5.3,5.77,6.21,5.78,5.45,5.27,5.05,4.23,3.5,3.25
Water requirement (mm/day),2.562,3.108,3.71,4.039,4.347,4.046,3.815,3.689,3.535,2.961,2.45,2.275
Water requirement litres/day/ha ,25620,31080,37100,40390,43470,40460,38150,36890,35350,29610,24500,22750
Water requirement litres/palm/day in an ha,179.1608,217.3427,259.4406,282.4476,303.986,282.9371,266.7832,257.972,247.2028,207.0629,171.3287,159.0909
Water requirement litres/palm/day in an ha at 70% field capacity,125.4126,152.1399,181.6084,197.7133,212.7902,198.0559,186.7483,180.5804,173.042,144.9441,119.9301,111.3636
