Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.71,4.21,4.64,4.74,4.5,4.09,4.02,4.04,4.08,3.81,3.46,3.36
Water requirement (mm/day),2.597,2.947,3.248,3.318,3.15,2.863,2.814,2.828,2.856,2.667,2.422,2.352
Water requirement litres/day/ha ,25970,29470,32480,33180,31500,28630,28140,28280,28560,26670,24220,23520
Water requirement litres/palm/day in an ha,181.6084,206.0839,227.1329,232.028,220.2797,200.2098,196.7832,197.7622,199.7203,186.5035,169.3706,164.4755
Water requirement litres/palm/day in an ha at 70% field capacity,127.1259,144.2587,158.993,162.4196,154.1958,140.1469,137.7483,138.4336,139.8042,130.5524,118.5594,115.1329
