Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.97,4.75,5.7,6.19,6.02,4.86,4.18,4.12,4.31,4.09,3.76,3.58
Water requirement (mm/day),2.779,3.325,3.99,4.333,4.214,3.402,2.926,2.884,3.017,2.863,2.632,2.506
Water requirement litres/day/ha ,27790,33250,39900,43330,42140,34020,29260,28840,30170,28630,26320,25060
Water requirement litres/palm/day in an ha,194.3357,232.5175,279.021,303.007,294.6853,237.9021,204.6154,201.6783,210.979,200.2098,184.0559,175.2448
Water requirement litres/palm/day in an ha at 70% field capacity,136.035,162.7622,195.3147,212.1049,206.2797,166.5315,143.2308,141.1748,147.6853,140.1469,128.8392,122.6713
