Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.56,4.26,5.02,5.4,5.93,5.76,5.51,5.31,5.01,4.17,3.46,3.2
Water requirement (mm/day),2.492,2.982,3.514,3.78,4.151,4.032,3.857,3.717,3.507,2.919,2.422,2.24
Water requirement litres/day/ha ,24920,29820,35140,37800,41510,40320,38570,37170,35070,29190,24220,22400
Water requirement litres/palm/day in an ha,174.2657,208.5315,245.7343,264.3357,290.2797,281.958,269.7203,259.9301,245.2448,204.1259,169.3706,156.6434
Water requirement litres/palm/day in an ha at 70% field capacity,121.986,145.972,172.014,185.035,203.1958,197.3706,188.8042,181.951,171.6713,142.8881,118.5594,109.6503
