Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.44,4.14,5.16,5.86,5.99,5.27,4.39,4.06,4.35,4.67,3.97,3.38
Water requirement (mm/day),2.408,2.898,3.612,4.102,4.193,3.689,3.073,2.842,3.045,3.269,2.779,2.366
Water requirement litres/day/ha ,24080,28980,36120,41020,41930,36890,30730,28420,30450,32690,27790,23660
Water requirement litres/palm/day in an ha,168.3916,202.6573,252.5874,286.8531,293.2168,257.972,214.8951,198.7413,212.9371,228.6014,194.3357,165.4545
Water requirement litres/palm/day in an ha at 70% field capacity,117.8741,141.8601,176.8112,200.7972,205.2517,180.5804,150.4266,139.1189,149.0559,160.021,136.035,115.8182
