Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.23,3.96,5.12,6.04,6.42,5.51,4.42,4.16,4.11,3.87,3.41,3.07
Water requirement (mm/day),2.261,2.772,3.584,4.228,4.494,3.857,3.094,2.912,2.877,2.709,2.387,2.149
Water requirement litres/day/ha ,22610,27720,35840,42280,44940,38570,30940,29120,28770,27090,23870,21490
Water requirement litres/palm/day in an ha,158.1118881,193.8461538,250.6293706,295.6643357,314.2657343,269.7202797,216.3636364,203.6363636,201.1888112,189.4405594,166.9230769,150.2797203
Water requirement litres/palm/day in an ha at 70% field capacity,110.6783217,135.6923077,175.4405594,206.965035,219.986014,188.8041958,151.4545455,142.5454545,140.8321678,132.6083916,116.8461538,105.1958042
